domain,pretty_domain,network,pretty_network,stream,site_code,full_name,site_type,latitude,longitude,CRS,ws_area_ha,in_workflow,notes,local_time_zone
santa_barbara,Santa Barbara,lter,LTER,Arroyo Burro,AB00,"Arroyo Burro, Arroyo Burro at Cliff Drive",stream_gauge,34.40505027,-119.74021,4326,2336.62239240964,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Atascadero Creek,AT07,"Atascadero Creek, Atascadero at Puente",stream_gauge,34.43226,-119.78414,4326,999.7354,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Bell Canyon Creek,BC02,Bell Canyon Creek at Winchester Canyon Road culvert,stream_gauge,34.43854,-119.90563,4326,1514.06006854324,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Devereaux Creek,DV01,Devereaux Creek at Devereaux Slough inflow,stream_gauge,34.41761,-119.87406,4326,827.431000714369,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,"Gaviota, Gaviota",GV01,"Gaviota, Gaviota at Hwy 101 South Rest Stop Exit",stream_gauge,34.4855,-120.22917,4326,4963.38328913674,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Arroyo Burro,HO00,"Hondo, Arroyo Hondo at Upstream Side of 101 Bridge",stream_gauge,34.4752858,-120.14122,4326,1116.44772098717,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Mission Creek,MC00,Mission at Montecito St,stream_gauge,34.41307303,-119.69499,4326,3014.85694999166,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Mission Creek,MC06,Mission at Rocky Nook. Site established by the USGS,stream_gauge,34.44072,-119.71244,4326,1673.43863810855,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,San Onofre Creek,ON02,San Onofre Creek at Highway 101 North culvert,stream_gauge,34.472,-120.28885,4326,401.631791610324,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Refugio Creek,RG01,Refugio at Hwy 101 Bridge,stream_gauge,34.46573164,-120.06932,4326,2097.67031345155,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Rattlesnake Creek,RS02,Rattlesnake at Las Canoas Bridge,stream_gauge,34.45761111,-119.69222,4326,549.919864558674,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,San Pedro Creek,SP02,"San Pedro Creek at Stow Canyon Park, Goleta",stream_gauge,34.44861,-119.84028,4326,908.028483525354,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Franklin Creek,FK00,"Franklin Creek, Carpinteria Ave",stream_gauge,34.40164787,-119.52145,4326,697.006548219606,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Tecolotito Creek,TE03,"Tecolotito Creek, Hollister Road",stream_gauge,34.43055,-119.85762,4326,181.199034121387,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Santa Monica Creek,SM04,Santa Monica at Scoop,stream_gauge,34.41898512,-119.52701,4326,926.920942848895,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Carpinteria Creek,CP00,"Carpinteria Creek, 8th St Foot Bridge",stream_gauge,34.39301245,-119.51413,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Tecolote Creek,TO02,"Tecolote Creek, at Vereda Galeria, Goleta",stream_sampling_point,34.440614,-119.917915,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Santa Monica Creek,SM01,"Santa Monica Creek, Via Real",stream_gauge,34.40479765,-119.52869,4326,974.962907659924,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,Rincon Creek,RN01,"Rincon Creek, Hwy 101 Culvert, North",stream_gauge,34.3773,-119.47794,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,KTYD227,NA,rain_gauge,34.422301,-119.691716,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,Montecito325,Montecito,rain_gauge,34.429444,-119.640555,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GB201,Gobernador at Veddar's Ranch,rain_gauge,34.4245,-119.47089,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,BaronRanch262,Baron Ranch,rain_gauge,34.48333333,-120.1291667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,ColdSprings210,Cold Springs Basin,rain_gauge,34.45,-119.6166667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,DosPueblos226,Dos Pueblos Ranch,rain_gauge,34.44666667,-119.9516667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,DoultonTunnel231,Doulton Tunnel,rain_gauge,34.45694444,-119.5638889,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,EdisonTrail252,Edison Trail,rain_gauge,34.44277778,-119.5077778,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,ElDeseo255,El Deseo,rain_gauge,34.49166667,-119.6958333,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,Nojoqui236,Nojoqui Falls Park,rain_gauge,34.53388889,-120.1777778,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,StanwoodFS228,Stanwood Fire Station,rain_gauge,34.45,-119.6833333,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,TroutClub242,Trout Club,rain_gauge,34.48972222,-119.8,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GaviotaSP301,Gaviota State Park,rain_gauge,34.47245,-120.22944,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RefugioPass429,Refugio Pass,rain_gauge,34.53,-120.0922,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,TecoloteCanyon280,Tecolote Canyon,rain_gauge,34.520823,-119.9088,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GlenAnnieCanyon309,Glen Annie Canyon,rain_gauge,34.475,-119.8833,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GoletaFireStation440,Goleta Fire Station,rain_gauge,34.443055,-119.85361,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GoletaWaterDistrict334,Goleta Water District,rain_gauge,34.436944,-119.7855,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,BotanicGarden321,Botanic Garden,rain_gauge,34.45388,-119.70694,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RanchoSJ389,Rancho San Julian,rain_gauge,34.531666,-120.33777,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,BuelltonFS233,Buellton Fire Station,rain_gauge,34.61333,-120.19667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,EL202,El Capitan at Upper Bill Wallace Trail,rain_gauge,34.496117,-120.00785,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,Carpinteria208,Carpinteria Fire Station,rain_gauge,34.4,-119.5166667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,CaterWTP229,Cater Water Treatment Plant,rain_gauge,34.45416667,-119.7302778,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GoletaRdYard211,Santa Barbara County Road Yard,rain_gauge,34.45,-119.7666667,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,SanMarcosPass212,San Marcos Pass USFS Stn,rain_gauge,34.51111111,-119.8238889,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,SBCaltrans335,Santa Barbara Caltrans Office,rain_gauge,34.438611,-119.755,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,CarpinteriaUSFS383,Carpinteria US Forest Service Office,rain_gauge,34.40194,-119.49138,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,SBEngBldg234,Santa Barbara Co. FCD Eng. Bldg.,rain_gauge,34.41666667,-119.7,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,UCSB200,UCSB-200,rain_gauge,34.415,-119.84611111,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,CP201,Carpinteria at Veddar's Ranch,rain_gauge,34.42374,-119.48104,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,EL201,El Capitan at State Beach,rain_gauge,34.462283,-120.024883,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GV202,Gaviota at Las Cruces School,rain_gauge,34.50765,-120.22861,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RG201,Refugio at State Park,rain_gauge,34.461853,-120.076261,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RG202,Lower Aguacitos Ranch,rain_gauge,34.49122,-120.07483,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RG203,Refugio at Upper Aguacitos Ranch,rain_gauge,34.50856,-120.07947,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,RG204,Refugio at Rancho La Scherpa,rain_gauge,34.5303,-120.05636,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,HO201,Arroyo Hondo at East Avocado Orchard,rain_gauge,34.47651,-120.14064,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,HO202,Arroyo Hondo at Upper Outlaw Trail,rain_gauge,34.49059,-120.13678,4326,NA,1,NA,America/Los_Angeles
santa_barbara,Santa Barbara,lter,LTER,NA,GV201,Gaviota at Hwy 101 N rest stop,rain_gauge,34.48011,-120.22917,4326,NA,1,NA,America/Los_Angeles
bonanza,Bonanza Creek,lter,LTER,NA,C2,NA,stream_gauge,65.159188,-147.607454,4326,516.252735472744,1,"alt site name:  C-2, C2-1100, C2 Flume",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,C3,NA,stream_gauge,65.144853,-147.574368,4326,527.453940325682,1,alt site name:  C-3,America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,CB,NA,stream_sampling_point,65.15,-147.56,4326,NA,1,NA,America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,C4,Little Poker Creek,stream_gauge,65.162726,-147.50057,4326,NA,1,"alt site name: C-4, C4 CTRL, Little Poker Creek, C4",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,P6,NA,stream_sampling_point,65.184791,-147.388939,4326,NA,1,NA,America/Anchorage
bonanza,Bonanza Creek,lter,LTER,Poker Creek,PJ,NA,stream_sampling_point,65.15154566,-147.4841681,4326,NA,1,"alt site name: P-J, Poker Creek, Poker Main",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,Caribou Creek,CJ,NA,stream_sampling_point,65.15147902,-147.4856181,4326,NA,1,"alt site name:  C-J, Caribou Main, CM, Caribou Creek",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,PC,NA,stream_sampling_point,65.1510123,-147.482385,4326,NA,1,NA,America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,boston_creek,NA,stream_sampling_point,65.23,-147.12,4326,NA,1,alt site name: Boston Creek,America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,CPEAK,Caribou Peak,rain_gauge,65.19275149,-147.4990579,4326,NA,1,"alt site name: Caribou Peak, IWAES",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,HR1A,Helmer's Ridge,rain_gauge,65.17091866,-147.5435743,4326,NA,1,"alt site name:Helmer's Ridge, Helmer's, Helmers, HELM, 400, HR1, CPCRWY1",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,CRREL,NA,rain_gauge,65.15425986,-147.4903787,4326,NA,1,"alt site name: CRREL, CRREL-Mets, CRREL AT, CRAT, CRRELAT",America/Anchorage
bonanza,Bonanza Creek,lter,LTER,NA,CARSNOW,NA,rain_gauge,65.15065772,-147.5606703,4326,NA,1,NA,America/Anchorage
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bohner Stream,bohner_b5,Bohner B5,stream_gauge,-77.696302,162.558285,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Adams Stream,adams_weir,Adams Stream at Weir,stream_gauge,-78.1316680908203,163.75,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Aiken Creek,aiken_f5,Aiken Creek at F5,stream_gauge,-77.602516,163.2719421,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Andersen Creek,anderson_h1,Andersen Creek at H1,stream_gauge,-77.622772,162.9063568,4326,160.091132353237,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Canada Stream,canada_f1,Canada Stream at F1,stream_gauge,-77.613655,163.0547333,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Commonwealth Stream,common_c1,Commonwealth Stream at C1,stream_gauge,-77.563332,163.3808289,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Crescent Stream,crescent_f8,Crescent Stream at F8,stream_gauge,-77.619064,163.1844635,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Delta Stream,delta_f10,Delta Stream at F10,stream_gauge,-77.624619,163.1084442,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Green Creek,green_f9,Green Creek at F9,stream_gauge,-77.624099731445,163.059753417969,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Harnish Creek,harnish_f11,Harnish Creek at F11,stream_gauge,-77.621246337891,163.269515991211,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Harnish Creek,harnish_f7,Harnish Creek at F7,stream_gauge,-77.608329772949,163.232772827148,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Lost Seal Stream,lostseal_f3,Lost Seal Stream at F3,stream_gauge,-77.595268,163.2444,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Onyx River,onyx_vnda,Onyx River at Lake Vanda,stream_gauge,-77.52343,161.6966248,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Onyx River,onyx_lwright,Onyx River at Lower Wright,stream_gauge,-77.444534,162.6535339,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Von Guerard Stream,vguerard_f6,Von Guerard Stream at F6,stream_gauge,-77.608200073242,163.253997802734,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,House Stream,house_h2,House Stream at H2,stream_gauge,-77.6429824829102,162.741317749023,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Huey Creek,huey_f2,Huey Creek at F2,stream_gauge,-77.6048965454102,163.127410888672,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Santa Fe Stream,santafe_b2,Santa Fe Stream at B2,stream_gauge,-77.7230529785156,162.266662597656,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Priscu Stream,priscu_b1,Priscu Stream at B1,stream_gauge,-77.6999969482422,162.534729003906,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Lawson Creek,lawson_b3,Lawson Creek at B3,stream_gauge,-77.7227783203125,162.268051147461,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Andersen Creek,andrsn_h1,Andersen Creek at H1,stream_sampling_point,-77.622772,162.906357,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Andrews Creek,andrws_mouth,Andrews Creek at mouth,stream_sampling_point,-77.620834,163.044449,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bartlette Creek,bartlt_mouth,Bartlette Creek at mouth,stream_sampling_point,-77.720833,162.416672,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bohner Stream,bohnr_lower,Bohner stream at lower site,stream_sampling_point,-77.697334,162.56192,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bohner Stream,bohnr_mouth,Bohner Stream at mouth,stream_sampling_point,-77.69722,162.541672,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Lyons Creek,lyons_b4,Lyons Creek at B4,stream_sampling_point,-77.727776,162.274994,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Mariah Creek,mariah_mouth,Mariah Creek at mouth,stream_sampling_point,-77.623611,163.047226,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Mason Creek,mason_mouth,Mason Creek at Mouth,stream_sampling_point,-77.729164,162.274994,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,McKay Creek,mckay_mouth,McKay Creek at mouth,stream_sampling_point,-77.644722,162.747223,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,McKnight Creek,mcknight_mouth,McKnight Creek at mouth,stream_sampling_point,-77.599724,163.264725,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Red River,red_bfalls,Red River at Blood Falls,stream_sampling_point,-77.723335,162.268051,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Sharp Creek,sharp_mouth,Sharp Creek at mouth,stream_sampling_point,-77.722221,162.247223,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Vincent Creek,vincent_mouth,Vincent Creek at mouth,stream_sampling_point,-77.720276,162.425003,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Von Guerard Stream,vguerard_upper,Von Guerard stream at upper site,stream_sampling_point,-77.634384,163.306305,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Wharton Creek,wharton_mouth,Wharton Creek at mouth,stream_sampling_point,-77.645836,162.747223,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bowles Creek,bowles_mouth,Bowles Creek at mouth,stream_sampling_point,-77.622223,163.050003,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Lyons Creek Tributary,lyons_trib,Lyons tributary at confluence,stream_sampling_point,-77.720001,162.270004,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Garwood River,garwood_flats,Garwood River at flats,stream_sampling_point,-78.020836,164.016663,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Garwood River,garwood_colleen,Garwood Stream at Lake Colleen,stream_sampling_point,-78.027779,163.913895,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Garwood River,garwood_blwconf,Garwood River below confluence,stream_sampling_point,-78.019447,164.066666,4326,NA,1,NA,Antarctica/McMurdo
mcmurdo,McMurdo Dry Valleys,lter,LTER,Bowles Creek,bowles_mouth,Bowles Creek at mouth,stream_sampling_point,-77.622223,163.050003,4326,NA,1,NA,Antarctica/McMurdo
plum,Plum Island Ecosystem,lter,LTER,NA,mbl_marshview,"meteorological station at MBL, Marshview Farm, Newbury, MA",rain_gauge,42.756971,-70.891366,4326,NA,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,NA,governors_academy,"meteorological station at Governor's Academy, Byfield, MA",rain_gauge,42.751484,-70.902407,4326,NA,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Fish Brook,fish_brook,"Fish Brook, Boxford, MA",stream_sampling_point,42.65831,-71.004821,4326,NA,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Cart Creek,cart_creek,"Cart Creek (forest landuse), Newbury, MA",stream_gauge,42.7692,-70.9165,4326,240.109281119725,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Saw Mill Brook,saw_mill_brook,"Saw Mill Brook (urban landuse), Burlington, MA",stream_gauge,42.523601531982,-71.184997558594,4326,339.127745610234,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Bear Meadow Brook,bear_meadow,"Cedar Swamp (wetland landuse), Bear Meadow Brook, Reading, MA",stream_gauge,42.5495,-71.0909,4326,284.899,1,watershed is not being delineated correctly,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Ispwich River,upper_ipswich,Ipswich River at N. Reading site,stream_gauge,42.5625662,-71.1093305,4326,4726.48936172005,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Ispwich River,ipswich_dam,Ipswich River Sylvania Dam,stream_sampling_point,42.677543640137,-70.837684631348,4326,NA,1,Plum lter associates chemistry at this point with USGS gauge 01102000 but it is upstream from sampling point,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Parker River,parker_dam,Parker River Central St Dam,stream_sampling_point,42.750007629395,-70.929214477539,4326,NA,1,Plum lter associates chemistry at this point with USGS gauge 01101000 but it is upstream from sampling point,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Mill River,mill_river,"Mill River, Newbury, MA",stream_sampling_point,42.739360809326,-70.900192260742,4326,NA,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Egypt River,egypt_river,"Egypt River, Rt 133, Ipswich, MA",stream_sampling_point,42.698162078857,-70.868286132812,4326,NA,1,NA,America/New_York
plum,Plum Island Ecosystem,lter,LTER,Little River,little_river,"Little River, Newbury, MA",stream_sampling_point,42.800399780273,-70.883277893066,4326,NA,1,NA,America/New_York
arctic,Arctic,lter,LTER,NA,TLKMAIN,Toolik Field Station,rain_gauge,68.6282,-149.596,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Birthday Creek,Dimple_Inlet_Main,"Dimple Inlet: Birthday Creek, North Slope of Alaska, Anaktuvuk River Fire Impacted Site",stream_sampling_point,68.9505,-150.198,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Birthday Creek,Dimple_Outlet_Main,"Dimple Outlet: Birthday Creek, North Slope of Alaska, Anaktuvuk River Fire Impacted Site",stream_sampling_point,68.9574,-150.2,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,NA,I-Minus_2_IMP,"I Minus 2 IMP: North Slope of Alaska, Thermokarst Impacted Stream",stream_sampling_point,68.5483,-149.522,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,NA,I-Minus_2_REF,"I Minus 2 REF: North Slope of Alaska, Thermokarst Reference Stream",stream_sampling_point,68.548,-149.521,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,NA,I-Minus_2_TK_High,"I Minus 2 TK High: North Slope of Alaska, Thermokarst Watertrack",stream_sampling_point,68.5443,-149.522,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,NA,I-Minus_2_TK_High Side,"I Minus 2 High Side: North Slope of Alaska, Thermokarst Watertrack",stream_sampling_point,68.5443,-149.521,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,NA,I-Minus_2_TK_Low,"I Minus 2 TK Low: North Slope of Alaska, Thermokarst Watertrack",stream_sampling_point,68.5479,-149.522,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_A,"Imnavait Creek A: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.6166,-149.318,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_AA,"Imnavait Creek AA: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.6177,-149.318,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_B,"Imnavait Creek B: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.6206,-149.319,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_C,"Imnavait Creek C: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.6229,-149.321,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_D,"Imnavait Creek D: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.6253,-149.325,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Imnavait Creek,Imnavait_Creek_E,"Imnavait Creek E: Imnavait Creek, North Slope of Alaska",stream_sampling_point,68.642,-149.343,4326,NA,1,NA,America/Anchorage
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.1,NA,stream_gauge,68.639236,-149.393711,4326,54.0629552028308,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.177,"Kuparuk -0.177k: Kuparuk River, North Slope of Alaska, reference reach, upstream of the fertilized reach",stream_gauge,68.6381,-149.392,4326,37.3570360596656,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.3,"Kuparuk -0.3k: Kuparuk River, North Slope of Alaska, reference reach, upstream of the fertilized reach",stream_gauge,68.6384,-149.389,4326,NA,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage
arctic,Arctic,lter,LTER,Kuparuk River,Kuparuk_River_-0.47,"Kuparuk -0.47k: Kuparuk River, North Slope of Alaska, reference reach, upstream of the fertilized reach",stream_gauge,68.6374,-149.387,4326,13062.5558043597,1,Kuparuk River is gauged at location on the river (1.2 until 1993 whenit was moved to 0.74)  but we as associating Q at this site with all sampling points on the Kuparuk River,America/Anchorage
